"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.01.2019 11:15 - 05.01.2019 11:30","59727","61421"
"05.01.2019 11:30 - 05.01.2019 11:45","60414","61817"
"05.01.2019 11:45 - 05.01.2019 12:00","60543","61598"
"05.01.2019 12:00 - 05.01.2019 12:15","59601","61777"
"05.01.2019 12:15 - 05.01.2019 12:30","59680","61534"
"05.01.2019 12:30 - 05.01.2019 12:45","59481","61384"
"05.01.2019 12:45 - 05.01.2019 13:00","58882","60970"
"05.01.2019 13:00 - 05.01.2019 13:15","57831","60850"
"05.01.2019 13:15 - 05.01.2019 13:30","57269","60247"
"05.01.2019 13:30 - 05.01.2019 13:45","57090","59847"
"05.01.2019 13:45 - 05.01.2019 14:00","56072","59561"
"05.01.2019 14:00 - 05.01.2019 14:15","56092","59559"
"05.01.2019 14:15 - 05.01.2019 14:30","55371","59063"
"05.01.2019 14:30 - 05.01.2019 14:45","55288","59004"
"05.01.2019 14:45 - 05.01.2019 15:00","55935","58662"
"05.01.2019 15:00 - 05.01.2019 15:15","56440","58866"
"05.01.2019 15:15 - 05.01.2019 15:30","55413","58587"
"05.01.2019 15:30 - 05.01.2019 15:45","55569","58503"
"05.01.2019 15:45 - 05.01.2019 16:00","55794","58559"
"05.01.2019 16:00 - 05.01.2019 16:15","55947","58842"
"05.01.2019 16:15 - 05.01.2019 16:30","56776","59180"
"05.01.2019 16:30 - 05.01.2019 16:45","57567","59767"
"05.01.2019 16:45 - 05.01.2019 17:00","58095","60826"
"05.01.2019 17:00 - 05.01.2019 17:15","59287","62102"
"05.01.2019 17:15 - 05.01.2019 17:30","59921","62446"
"05.01.2019 17:30 - 05.01.2019 17:45","60015","62634"
"05.01.2019 17:45 - 05.01.2019 18:00","60473","62885"
"05.01.2019 18:00 - 05.01.2019 18:15","60275","63090"
"05.01.2019 18:15 - 05.01.2019 18:30","60515","62423"
"05.01.2019 18:30 - 05.01.2019 18:45","60340","62585"
"05.01.2019 18:45 - 05.01.2019 19:00","59113","62201"
"05.01.2019 19:00 - 05.01.2019 19:15","58778","61743"
"05.01.2019 19:15 - 05.01.2019 19:30","58260","61044"
"05.01.2019 19:30 - 05.01.2019 19:45","57832","60416"
"05.01.2019 19:45 - 05.01.2019 20:00","56315","59690"
"05.01.2019 20:00 - 05.01.2019 20:15","55950","58207"
"05.01.2019 20:15 - 05.01.2019 20:30","54529","57153"
"05.01.2019 20:30 - 05.01.2019 20:45","54132","56376"
"05.01.2019 20:45 - 05.01.2019 21:00","53800","55777"
"05.01.2019 21:00 - 05.01.2019 21:15","52864","55150"
"05.01.2019 21:15 - 05.01.2019 21:30","52471","54683"
"05.01.2019 21:30 - 05.01.2019 21:45","52969","54306"
"05.01.2019 21:45 - 05.01.2019 22:00","52316","53864"
"05.01.2019 22:00 - 05.01.2019 22:15","52869","54337"
"05.01.2019 22:15 - 05.01.2019 22:30","51016","53832"
"05.01.2019 22:30 - 05.01.2019 22:45","51359","53088"
"05.01.2019 22:45 - 05.01.2019 23:00","49916","52605"
"05.01.2019 23:00 - 05.01.2019 23:15","49796","51493"
"05.01.2019 23:15 - 05.01.2019 23:30","48733","50603"
"05.01.2019 23:30 - 05.01.2019 23:45","47255","50165"
"05.01.2019 23:45 - 06.01.2019 00:00","46498","49586"
"06.01.2019 00:00 - 06.01.2019 00:15","46171","48344"
"06.01.2019 00:15 - 06.01.2019 00:30","45906","47261"
"06.01.2019 00:30 - 06.01.2019 00:45","45561","46695"
"06.01.2019 00:45 - 06.01.2019 01:00","45205","46158"
"06.01.2019 01:00 - 06.01.2019 01:15","44798","45594"
"06.01.2019 01:15 - 06.01.2019 01:30","43852","45064"
"06.01.2019 01:30 - 06.01.2019 01:45","44165","44897"
"06.01.2019 01:45 - 06.01.2019 02:00","43681","44604"
"06.01.2019 02:00 - 06.01.2019 02:15","43381","43987"
"06.01.2019 02:15 - 06.01.2019 02:30","42897","43791"
"06.01.2019 02:30 - 06.01.2019 02:45","43316","43558"
"06.01.2019 02:45 - 06.01.2019 03:00","43372","43415"
"06.01.2019 03:00 - 06.01.2019 03:15","42903","43551"
"06.01.2019 03:15 - 06.01.2019 03:30","43027","43665"
"06.01.2019 03:30 - 06.01.2019 03:45","42921","43496"
"06.01.2019 03:45 - 06.01.2019 04:00","42867","43337"
"06.01.2019 04:00 - 06.01.2019 04:15","43287","43417"
"06.01.2019 04:15 - 06.01.2019 04:30","42827","43607"
"06.01.2019 04:30 - 06.01.2019 04:45","43190","43560"
"06.01.2019 04:45 - 06.01.2019 05:00","43223","43621"
"06.01.2019 05:00 - 06.01.2019 05:15","42917","43525"
"06.01.2019 05:15 - 06.01.2019 05:30","42456","43131"
"06.01.2019 05:30 - 06.01.2019 05:45","42553","43006"
"06.01.2019 05:45 - 06.01.2019 06:00","42351","42846"
"06.01.2019 06:00 - 06.01.2019 06:15","41474","42582"
"06.01.2019 06:15 - 06.01.2019 06:30","41924","42697"
"06.01.2019 06:30 - 06.01.2019 06:45","42196","42718"
"06.01.2019 06:45 - 06.01.2019 07:00","42524","42923"
"06.01.2019 07:00 - 06.01.2019 07:15","42727","43357"
"06.01.2019 07:15 - 06.01.2019 07:30","42941","43499"
"06.01.2019 07:30 - 06.01.2019 07:45","44314","43872"
"06.01.2019 07:45 - 06.01.2019 08:00","45040","44649"
"06.01.2019 08:00 - 06.01.2019 08:15","46221","45496"
"06.01.2019 08:15 - 06.01.2019 08:30","46297","46018"
"06.01.2019 08:30 - 06.01.2019 08:45","47091","46698"
"06.01.2019 08:45 - 06.01.2019 09:00","47758","47622"
"06.01.2019 09:00 - 06.01.2019 09:15","48712","48743"
"06.01.2019 09:15 - 06.01.2019 09:30","50684","49643"
"06.01.2019 09:30 - 06.01.2019 09:45","50157","50477"
"06.01.2019 09:45 - 06.01.2019 10:00","50891","51096"
"06.01.2019 10:00 - 06.01.2019 10:15","51209","52013"
"06.01.2019 10:15 - 06.01.2019 10:30","51623","52658"
"06.01.2019 10:30 - 06.01.2019 10:45","51691","53350"
"06.01.2019 10:45 - 06.01.2019 11:00","52494","53996"
"06.01.2019 11:00 - 06.01.2019 11:15","53515","54842"
"06.01.2019 11:15 - 06.01.2019 11:30","53889","55409"
"06.01.2019 11:30 - 06.01.2019 11:45","54713","55934"
"06.01.2019 11:45 - 06.01.2019 12:00","54707","56184"
"06.01.2019 12:00 - 06.01.2019 12:15","53980","56431"
"06.01.2019 12:15 - 06.01.2019 12:30","54081","56141"
"06.01.2019 12:30 - 06.01.2019 12:45","53646","55978"
"06.01.2019 12:45 - 06.01.2019 13:00","53378","55711"
"06.01.2019 13:00 - 06.01.2019 13:15","52923","55178"
"06.01.2019 13:15 - 06.01.2019 13:30","52258","54683"
"06.01.2019 13:30 - 06.01.2019 13:45","52043","54590"
"06.01.2019 13:45 - 06.01.2019 14:00","51563","54222"
"06.01.2019 14:00 - 06.01.2019 14:15","51417","54411"
"06.01.2019 14:15 - 06.01.2019 14:30","50748","54183"
"06.01.2019 14:30 - 06.01.2019 14:45","50693","53959"
"06.01.2019 14:45 - 06.01.2019 15:00","51066","53607"
"06.01.2019 15:00 - 06.01.2019 15:15","51738","53178"
"06.01.2019 15:15 - 06.01.2019 15:30","50886","53307"
"06.01.2019 15:30 - 06.01.2019 15:45","51060","53276"
"06.01.2019 15:45 - 06.01.2019 16:00","51011","53303"
"06.01.2019 16:00 - 06.01.2019 16:15","51995","53758"
"06.01.2019 16:15 - 06.01.2019 16:30","52538","54371"
"06.01.2019 16:30 - 06.01.2019 16:45","53185","55356"
"06.01.2019 16:45 - 06.01.2019 17:00","53673","56603"
"06.01.2019 17:00 - 06.01.2019 17:15","55233","57762"
"06.01.2019 17:15 - 06.01.2019 17:30","55928","58534"
"06.01.2019 17:30 - 06.01.2019 17:45","56144","58909"
"06.01.2019 17:45 - 06.01.2019 18:00","56755","59056"
"06.01.2019 18:00 - 06.01.2019 18:15","56795","59921"
"06.01.2019 18:15 - 06.01.2019 18:30","57036","59831"
"06.01.2019 18:30 - 06.01.2019 18:45","56852","59401"
"06.01.2019 18:45 - 06.01.2019 19:00","55830","58820"
"06.01.2019 19:00 - 06.01.2019 19:15","55800","58797"
"06.01.2019 19:15 - 06.01.2019 19:30","55312","58007"
"06.01.2019 19:30 - 06.01.2019 19:45","54811","57753"
"06.01.2019 19:45 - 06.01.2019 20:00","53465","57059"
"06.01.2019 20:00 - 06.01.2019 20:15","53841","56611"
"06.01.2019 20:15 - 06.01.2019 20:30","52830","55937"
"06.01.2019 20:30 - 06.01.2019 20:45","52288","55038"
"06.01.2019 20:45 - 06.01.2019 21:00","52077","54567"
"06.01.2019 21:00 - 06.01.2019 21:15","51218","54424"
"06.01.2019 21:15 - 06.01.2019 21:30","50991","54232"
"06.01.2019 21:30 - 06.01.2019 21:45","51606","53655"
"06.01.2019 21:45 - 06.01.2019 22:00","51480","53510"
"06.01.2019 22:00 - 06.01.2019 22:15","52139","53588"
"06.01.2019 22:15 - 06.01.2019 22:30","50571","53940"
"06.01.2019 22:30 - 06.01.2019 22:45","50801","53214"
"06.01.2019 22:45 - 06.01.2019 23:00","49569","52364"
"06.01.2019 23:00 - 06.01.2019 23:15","49487","51667"
"06.01.2019 23:15 - 06.01.2019 23:30","48572","51018"
"06.01.2019 23:30 - 06.01.2019 23:45","46921","50171"
"06.01.2019 23:45 - 07.01.2019 00:00","46736","49383"
"07.01.2019 00:00 - 07.01.2019 00:15","45698","48454"
"07.01.2019 00:15 - 07.01.2019 00:30","45357","47760"
"07.01.2019 00:30 - 07.01.2019 00:45","44793","47305"
"07.01.2019 00:45 - 07.01.2019 01:00","44298","46747"
"07.01.2019 01:00 - 07.01.2019 01:15","43965","46301"
"07.01.2019 01:15 - 07.01.2019 01:30","43599","45733"
"07.01.2019 01:30 - 07.01.2019 01:45","43455","45728"
"07.01.2019 01:45 - 07.01.2019 02:00","43333","45418"
"07.01.2019 02:00 - 07.01.2019 02:15","43045","45341"
"07.01.2019 02:15 - 07.01.2019 02:30","42920","45130"
"07.01.2019 02:30 - 07.01.2019 02:45","43187","45306"
"07.01.2019 02:45 - 07.01.2019 03:00","43195","45435"
"07.01.2019 03:00 - 07.01.2019 03:15","43151","45740"
"07.01.2019 03:15 - 07.01.2019 03:30","43096","45824"
"07.01.2019 03:30 - 07.01.2019 03:45","43228","46065"
"07.01.2019 03:45 - 07.01.2019 04:00","43544","46276"
"07.01.2019 04:00 - 07.01.2019 04:15","44303","46926"
"07.01.2019 04:15 - 07.01.2019 04:30","44576","47446"
"07.01.2019 04:30 - 07.01.2019 04:45","44947","48076"
"07.01.2019 04:45 - 07.01.2019 05:00","45491","48885"
"07.01.2019 05:00 - 07.01.2019 05:15","46863","50374"
"07.01.2019 05:15 - 07.01.2019 05:30","47573","51344"
"07.01.2019 05:30 - 07.01.2019 05:45","48781","52621"
"07.01.2019 05:45 - 07.01.2019 06:00","50177","54497"
"07.01.2019 06:00 - 07.01.2019 06:15","52962","57835"
"07.01.2019 06:15 - 07.01.2019 06:30","55181","60207"
"07.01.2019 06:30 - 07.01.2019 06:45","56789","62047"
"07.01.2019 06:45 - 07.01.2019 07:00","58402","63523"
"07.01.2019 07:00 - 07.01.2019 07:15","59981","65836"
"07.01.2019 07:15 - 07.01.2019 07:30","60743","66712"
"07.01.2019 07:30 - 07.01.2019 07:45","61829","67963"
"07.01.2019 07:45 - 07.01.2019 08:00","62724","68693"
"07.01.2019 08:00 - 07.01.2019 08:15","63930","69752"
"07.01.2019 08:15 - 07.01.2019 08:30","63975","69819"
"07.01.2019 08:30 - 07.01.2019 08:45","64108","70118"
"07.01.2019 08:45 - 07.01.2019 09:00","64362","70298"
"07.01.2019 09:00 - 07.01.2019 09:15","64162","70143"
"07.01.2019 09:15 - 07.01.2019 09:30","64467","70115"
"07.01.2019 09:30 - 07.01.2019 09:45","64643","70272"
"07.01.2019 09:45 - 07.01.2019 10:00","64980","70624"
"07.01.2019 10:00 - 07.01.2019 10:15","65212","71087"
"07.01.2019 10:15 - 07.01.2019 10:30","65302","71492"
"07.01.2019 10:30 - 07.01.2019 10:45","65473","71838"
"07.01.2019 10:45 - 07.01.2019 11:00","65882","71927"
"07.01.2019 11:00 - 07.01.2019 11:15","66331","72223"
"07.01.2019 11:15 - 07.01.2019 11:30","66577","72550"
"07.01.2019 11:30 - 07.01.2019 11:45","67008","72664"
"07.01.2019 11:45 - 07.01.2019 12:00","67576","72698"
"07.01.2019 12:00 - 07.01.2019 12:15","66377","72473"
"07.01.2019 12:15 - 07.01.2019 12:30","66555","72425"
"07.01.2019 12:30 - 07.01.2019 12:45","66284","72453"
"07.01.2019 12:45 - 07.01.2019 13:00","66477","72455"
"07.01.2019 13:00 - 07.01.2019 13:15","66389","72658"
"07.01.2019 13:15 - 07.01.2019 13:30","66013","72683"
"07.01.2019 13:30 - 07.01.2019 13:45","65683","72537"
"07.01.2019 13:45 - 07.01.2019 14:00","65329","72036"
"07.01.2019 14:00 - 07.01.2019 14:15","65158","72035"
"07.01.2019 14:15 - 07.01.2019 14:30","64876","72133"
"07.01.2019 14:30 - 07.01.2019 14:45","64952","72232"
"07.01.2019 14:45 - 07.01.2019 15:00","64334","72163"
"07.01.2019 15:00 - 07.01.2019 15:15","63239","72533"
"07.01.2019 15:15 - 07.01.2019 15:30","64903","72152"
"07.01.2019 15:30 - 07.01.2019 15:45","64728","71905"
"07.01.2019 15:45 - 07.01.2019 16:00","64348","72002"
"07.01.2019 16:00 - 07.01.2019 16:15","64701","72319"
"07.01.2019 16:15 - 07.01.2019 16:30","63816","72944"
"07.01.2019 16:30 - 07.01.2019 16:45","61953","73399"
"07.01.2019 16:45 - 07.01.2019 17:00","62469","74215"
"07.01.2019 17:00 - 07.01.2019 17:15","63559","75138"
"07.01.2019 17:15 - 07.01.2019 17:30","64000","75410"
"07.01.2019 17:30 - 07.01.2019 17:45","64249","75507"
"07.01.2019 17:45 - 07.01.2019 18:00","64573","75611"
"07.01.2019 18:00 - 07.01.2019 18:15","64142","75188"
"07.01.2019 18:15 - 07.01.2019 18:30","64077","74664"
"07.01.2019 18:30 - 07.01.2019 18:45","64273","74383"
"07.01.2019 18:45 - 07.01.2019 19:00","64018","74076"
"07.01.2019 19:00 - 07.01.2019 19:15","63536","73600"
"07.01.2019 19:15 - 07.01.2019 19:30","63076","72770"
"07.01.2019 19:30 - 07.01.2019 19:45","62834","72262"
"07.01.2019 19:45 - 07.01.2019 20:00","62105","71909"
"07.01.2019 20:00 - 07.01.2019 20:15","61666","70665"
"07.01.2019 20:15 - 07.01.2019 20:30","60633","69609"
"07.01.2019 20:30 - 07.01.2019 20:45","60170","68832"
"07.01.2019 20:45 - 07.01.2019 21:00","59638","67904"
"07.01.2019 21:00 - 07.01.2019 21:15","59111","67369"
"07.01.2019 21:15 - 07.01.2019 21:30","58539","66621"
"07.01.2019 21:30 - 07.01.2019 21:45","58565","65858"
"07.01.2019 21:45 - 07.01.2019 22:00","57544","64772"
"07.01.2019 22:00 - 07.01.2019 22:15","57287","64485"
"07.01.2019 22:15 - 07.01.2019 22:30","56247","63540"
"07.01.2019 22:30 - 07.01.2019 22:45","55693","62440"
"07.01.2019 22:45 - 07.01.2019 23:00","54401","61131"
"07.01.2019 23:00 - 07.01.2019 23:15","53224","60009"
"07.01.2019 23:15 - 07.01.2019 23:30","52285","59340"
"07.01.2019 23:30 - 07.01.2019 23:45","51151","58457"
"07.01.2019 23:45 - 08.01.2019 00:00","50450","57900"
"08.01.2019 00:00 - 08.01.2019 00:15","52228","55964"
"08.01.2019 00:15 - 08.01.2019 00:30","52398","55319"
"08.01.2019 00:30 - 08.01.2019 00:45","51971","54707"
"08.01.2019 00:45 - 08.01.2019 01:00","51350","54245"
"08.01.2019 01:00 - 08.01.2019 01:15","50766","53867"
"08.01.2019 01:15 - 08.01.2019 01:30","50331","53532"
"08.01.2019 01:30 - 08.01.2019 01:45","50129","53122"
"08.01.2019 01:45 - 08.01.2019 02:00","49989","52554"
"08.01.2019 02:00 - 08.01.2019 02:15","49672","52398"
"08.01.2019 02:15 - 08.01.2019 02:30","49516","52386"
"08.01.2019 02:30 - 08.01.2019 02:45","49785","52381"
"08.01.2019 02:45 - 08.01.2019 03:00","49893","52395"
"08.01.2019 03:00 - 08.01.2019 03:15","49894","52688"
"08.01.2019 03:15 - 08.01.2019 03:30","49919","52816"
"08.01.2019 03:30 - 08.01.2019 03:45","50071","53071"
"08.01.2019 03:45 - 08.01.2019 04:00","50047","53303"
"08.01.2019 04:00 - 08.01.2019 04:15","50501","53733"
"08.01.2019 04:15 - 08.01.2019 04:30","50868","54218"
"08.01.2019 04:30 - 08.01.2019 04:45","51199","54958"
"08.01.2019 04:45 - 08.01.2019 05:00","51643","55495"
"08.01.2019 05:00 - 08.01.2019 05:15","52694","56670"
"08.01.2019 05:15 - 08.01.2019 05:30","53096","57272"
"08.01.2019 05:30 - 08.01.2019 05:45","54136","58453"
"08.01.2019 05:45 - 08.01.2019 06:00","55179","59701"
"08.01.2019 06:00 - 08.01.2019 06:15","57522","62643"
"08.01.2019 06:15 - 08.01.2019 06:30","59801","64480"
"08.01.2019 06:30 - 08.01.2019 06:45","61271","66251"
"08.01.2019 06:45 - 08.01.2019 07:00","62703","67932"
"08.01.2019 07:00 - 08.01.2019 07:15","64404","70100"
"08.01.2019 07:15 - 08.01.2019 07:30","65075","71388"
"08.01.2019 07:30 - 08.01.2019 07:45","66202","72283"
"08.01.2019 07:45 - 08.01.2019 08:00","66994","73022"
"08.01.2019 08:00 - 08.01.2019 08:15","67970","73979"
"08.01.2019 08:15 - 08.01.2019 08:30","67929","74324"
"08.01.2019 08:30 - 08.01.2019 08:45","67973","74292"
"08.01.2019 08:45 - 08.01.2019 09:00","68165","74091"
"08.01.2019 09:00 - 08.01.2019 09:15","67857","73971"
"08.01.2019 09:15 - 08.01.2019 09:30","68180","74269"
"08.01.2019 09:30 - 08.01.2019 09:45","68193","74371"
"08.01.2019 09:45 - 08.01.2019 10:00","68630","74529"
"08.01.2019 10:00 - 08.01.2019 10:15","68660","74946"
"08.01.2019 10:15 - 08.01.2019 10:30","68711","74741"
"08.01.2019 10:30 - 08.01.2019 10:45","68801","74983"
"08.01.2019 10:45 - 08.01.2019 11:00","68945","75052"
"08.01.2019 11:00 - 08.01.2019 11:15","69358","75424"
"08.01.2019 11:15 - 08.01.2019 11:30","69485","75555"
"08.01.2019 11:30 - 08.01.2019 11:45","69829","75724"
"08.01.2019 11:45 - 08.01.2019 12:00","69535","75483"
"08.01.2019 12:00 - 08.01.2019 12:15","68940","75527"
"08.01.2019 12:15 - 08.01.2019 12:30","69117","75314"
"08.01.2019 12:30 - 08.01.2019 12:45","68927","75232"
"08.01.2019 12:45 - 08.01.2019 13:00","69161","75149"
"08.01.2019 13:00 - 08.01.2019 13:15","68978","75353"
"08.01.2019 13:15 - 08.01.2019 13:30","68574","75289"
"08.01.2019 13:30 - 08.01.2019 13:45","68432","74985"
"08.01.2019 13:45 - 08.01.2019 14:00","67903","74732"
"08.01.2019 14:00 - 08.01.2019 14:15","67790","74452"
"08.01.2019 14:15 - 08.01.2019 14:30","67475","74410"
"08.01.2019 14:30 - 08.01.2019 14:45","67652","74302"
"08.01.2019 14:45 - 08.01.2019 15:00","67520","73977"
"08.01.2019 15:00 - 08.01.2019 15:15","67389","74069"
"08.01.2019 15:15 - 08.01.2019 15:30","67592","73918"
"08.01.2019 15:30 - 08.01.2019 15:45","67473","73718"
"08.01.2019 15:45 - 08.01.2019 16:00","67442","73757"
"08.01.2019 16:00 - 08.01.2019 16:15","67673","73985"
"08.01.2019 16:15 - 08.01.2019 16:30","67727","74175"
"08.01.2019 16:30 - 08.01.2019 16:45","67900","74844"
"08.01.2019 16:45 - 08.01.2019 17:00","69317","75453"
"08.01.2019 17:00 - 08.01.2019 17:15","69874","76185"
"08.01.2019 17:15 - 08.01.2019 17:30","70444","76480"
"08.01.2019 17:30 - 08.01.2019 17:45","70504","76737"
"08.01.2019 17:45 - 08.01.2019 18:00","70906","76751"
"08.01.2019 18:00 - 08.01.2019 18:15","70447","76204"
"08.01.2019 18:15 - 08.01.2019 18:30","70402","76255"
"08.01.2019 18:30 - 08.01.2019 18:45","70366","76022"
"08.01.2019 18:45 - 08.01.2019 19:00","69877","75591"
"08.01.2019 19:00 - 08.01.2019 19:15","69271","75125"
"08.01.2019 19:15 - 08.01.2019 19:30","68671","74391"
"08.01.2019 19:30 - 08.01.2019 19:45","68108","74012"
"08.01.2019 19:45 - 08.01.2019 20:00","67123","73349"
"08.01.2019 20:00 - 08.01.2019 20:15","66253","72034"
"08.01.2019 20:15 - 08.01.2019 20:30","64725","70712"
"08.01.2019 20:30 - 08.01.2019 20:45","63964","69644"
"08.01.2019 20:45 - 08.01.2019 21:00","63157","68691"
"08.01.2019 21:00 - 08.01.2019 21:15","62117","67902"
"08.01.2019 21:15 - 08.01.2019 21:30","61379","67096"
"08.01.2019 21:30 - 08.01.2019 21:45","61022","66139"
"08.01.2019 21:45 - 08.01.2019 22:00","60475","65513"
"08.01.2019 22:00 - 08.01.2019 22:15","60420","64987"
"08.01.2019 22:15 - 08.01.2019 22:30","59429","64044"
"08.01.2019 22:30 - 08.01.2019 22:45","58776","63099"
"08.01.2019 22:45 - 08.01.2019 23:00","57333","62078"
"08.01.2019 23:00 - 08.01.2019 23:15","56273","61102"
"08.01.2019 23:15 - 08.01.2019 23:30","55173","60176"
"08.01.2019 23:30 - 08.01.2019 23:45","53975","59463"
"08.01.2019 23:45 - 09.01.2019 00:00","53163","58600"
"09.01.2019 00:00 - 09.01.2019 00:15","53285","57253"
"09.01.2019 00:15 - 09.01.2019 00:30","52892","56552"
"09.01.2019 00:30 - 09.01.2019 00:45","52229","55565"
"09.01.2019 00:45 - 09.01.2019 01:00","51725","55004"
"09.01.2019 01:00 - 09.01.2019 01:15","51234","54628"
"09.01.2019 01:15 - 09.01.2019 01:30","50539","54457"
"09.01.2019 01:30 - 09.01.2019 01:45","50667","54218"
"09.01.2019 01:45 - 09.01.2019 02:00","50338","53651"
"09.01.2019 02:00 - 09.01.2019 02:15","49986","53026"
"09.01.2019 02:15 - 09.01.2019 02:30","49766","53345"
"09.01.2019 02:30 - 09.01.2019 02:45","50144","53304"
"09.01.2019 02:45 - 09.01.2019 03:00","50216","53463"
"09.01.2019 03:00 - 09.01.2019 03:15","50105","53521"
"09.01.2019 03:15 - 09.01.2019 03:30","50177","53404"
"09.01.2019 03:30 - 09.01.2019 03:45","50290","53799"
"09.01.2019 03:45 - 09.01.2019 04:00","50357","54238"
"09.01.2019 04:00 - 09.01.2019 04:15","51073","54334"
"09.01.2019 04:15 - 09.01.2019 04:30","51137","55108"
"09.01.2019 04:30 - 09.01.2019 04:45","51534","55868"
"09.01.2019 04:45 - 09.01.2019 05:00","51927","55831"
"09.01.2019 05:00 - 09.01.2019 05:15","52866","56854"
"09.01.2019 05:15 - 09.01.2019 05:30","53279","57569"
"09.01.2019 05:30 - 09.01.2019 05:45","54407","59091"
"09.01.2019 05:45 - 09.01.2019 06:00","55713","59876"
"09.01.2019 06:00 - 09.01.2019 06:15","57475","62309"
"09.01.2019 06:15 - 09.01.2019 06:30","59728","64857"
"09.01.2019 06:30 - 09.01.2019 06:45","61226","66617"
"09.01.2019 06:45 - 09.01.2019 07:00","62692","68429"
"09.01.2019 07:00 - 09.01.2019 07:15","64203","70562"
"09.01.2019 07:15 - 09.01.2019 07:30","64007","71591"
"09.01.2019 07:30 - 09.01.2019 07:45","64928","72564"
"09.01.2019 07:45 - 09.01.2019 08:00","65880","73636"
"09.01.2019 08:00 - 09.01.2019 08:15","66919","74529"
"09.01.2019 08:15 - 09.01.2019 08:30","66699","74994"
"09.01.2019 08:30 - 09.01.2019 08:45","67088","74786"
"09.01.2019 08:45 - 09.01.2019 09:00","67343","74889"
"09.01.2019 09:00 - 09.01.2019 09:15","67213","74799"
"09.01.2019 09:15 - 09.01.2019 09:30","68063","75271"
"09.01.2019 09:30 - 09.01.2019 09:45","67813","75452"
"09.01.2019 09:45 - 09.01.2019 10:00","68420","75877"
"09.01.2019 10:00 - 09.01.2019 10:15","68266","76019"
"09.01.2019 10:15 - 09.01.2019 10:30","68158","75920"
"09.01.2019 10:30 - 09.01.2019 10:45","68267","76234"
"09.01.2019 10:45 - 09.01.2019 11:00","68556","76624"
"09.01.2019 11:00 - 09.01.2019 11:15","68915","76895"
"09.01.2019 11:15 - 09.01.2019 11:30","69254","76978"
"09.01.2019 11:30 - 09.01.2019 11:45","69349","77270"
"09.01.2019 11:45 - 09.01.2019 12:00","69041","77204"
"09.01.2019 12:00 - 09.01.2019 12:15","68703","76727"
"09.01.2019 12:15 - 09.01.2019 12:30","68952","76558"
"09.01.2019 12:30 - 09.01.2019 12:45","68852","76568"
"09.01.2019 12:45 - 09.01.2019 13:00","69106","76514"
"09.01.2019 13:00 - 09.01.2019 13:15","69073","76730"
"09.01.2019 13:15 - 09.01.2019 13:30","68720","76418"
"09.01.2019 13:30 - 09.01.2019 13:45","68466","76165"
"09.01.2019 13:45 - 09.01.2019 14:00","68065","75739"
"09.01.2019 14:00 - 09.01.2019 14:15","68099","75753"
"09.01.2019 14:15 - 09.01.2019 14:30","67618","75840"
"09.01.2019 14:30 - 09.01.2019 14:45","67658","75472"
"09.01.2019 14:45 - 09.01.2019 15:00","67651","75215"
"09.01.2019 15:00 - 09.01.2019 15:15","67708","75317"
"09.01.2019 15:15 - 09.01.2019 15:30","67839","74844"
"09.01.2019 15:30 - 09.01.2019 15:45","67634","74703"
"09.01.2019 15:45 - 09.01.2019 16:00","67706","74527"
