"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"03.01.2019 11:45 - 03.01.2019 12:00","4984","5187","3088","2712","2888","2095","10140","9250","3382"
"03.01.2019 12:00 - 03.01.2019 12:15","5017","5207","3087","2630","2778","2013","9989","9135","3304"
"03.01.2019 12:15 - 03.01.2019 12:30","4990","5161","3089","2545","2683","1904","9887","9084","3136"
"03.01.2019 12:30 - 03.01.2019 12:45","4898","5046","2935","2457","2589","1869","9797","9027","3014"
"03.01.2019 12:45 - 03.01.2019 13:00","4753","4873","2962","2370","2488","1772","9706","8965","2998"
"03.01.2019 13:00 - 03.01.2019 13:15","4546","4641","2831","2287","2398","1811","9606","8909","2835"
"03.01.2019 13:15 - 03.01.2019 13:30","4284","4360","2695","2234","2364","1713","9512","8873","2682"
"03.01.2019 13:30 - 03.01.2019 13:45","3962","4020","2531","2184","2332","1676","9409","8834","2655"
"03.01.2019 13:45 - 03.01.2019 14:00","3603","3645","2418","2130","2295","1694","9291","8783","2575"
"03.01.2019 14:00 - 03.01.2019 14:15","3202","3243","2205","2085","2275","1663","9168","9213","2464"
"03.01.2019 14:15 - 03.01.2019 14:30","2771","2803","1928","2057","2260","1564","9051","9149","2514"
"03.01.2019 14:30 - 03.01.2019 14:45","2308","2339","1620","2025","2243","1638","8930","9085","2445"
"03.01.2019 14:45 - 03.01.2019 15:00","1845","1870","1311","2002","2236","1647","8810","9011","2441"
"03.01.2019 15:00 - 03.01.2019 15:15","1384","1397","991","1984","2227","1663","8708","8959","2446"
"03.01.2019 15:15 - 03.01.2019 15:30","962","962","683","1971","2217","1593","8706","8989","2598"
"03.01.2019 15:30 - 03.01.2019 15:45","604","598","416","1968","2210","1577","8693","9024","2801"
"03.01.2019 15:45 - 03.01.2019 16:00","323","316","235","1967","2202","1612","8701","9093","2924"
"03.01.2019 16:00 - 03.01.2019 16:15","129","132","97","1962","2193","1638","8725","9173","3020"
"03.01.2019 16:15 - 03.01.2019 16:30","35","39","31","1974","2197","1560","8819","9318","3152"
"03.01.2019 16:30 - 03.01.2019 16:45","6","9","5","1977","2190","1525","8918","9476","3351"
"03.01.2019 16:45 - 03.01.2019 17:00","1","2","1","1989","2187","1524","8985","9606","3491"
"03.01.2019 17:00 - 03.01.2019 17:15","0","0","0","2001","2191","1504","9066","9722","3692"
"03.01.2019 17:15 - 03.01.2019 17:30","0","0","0","2024","2195","1447","9158","9797","3902"
"03.01.2019 17:30 - 03.01.2019 17:45","0","0","0","2051","2202","1490","9243","9859","4086"
"03.01.2019 17:45 - 03.01.2019 18:00","0","0","0","2078","2206","1547","9306","9909","4245"
"03.01.2019 18:00 - 03.01.2019 18:15","0","0","0","2099","2207","1580","9366","9954","4354"
"03.01.2019 18:15 - 03.01.2019 18:30","0","0","0","2107","2192","1530","9404","9975","4368"
"03.01.2019 18:30 - 03.01.2019 18:45","0","0","0","2120","2183","1484","9433","9993","4475"
"03.01.2019 18:45 - 03.01.2019 19:00","0","0","0","2131","2167","1519","9469","10012","4576"
"03.01.2019 19:00 - 03.01.2019 19:15","0","0","0","2138","2155","1517","9500","10008","4669"
"03.01.2019 19:15 - 03.01.2019 19:30","0","0","0","2148","2156","1495","9420","9834","4709"
"03.01.2019 19:30 - 03.01.2019 19:45","0","0","0","2157","2154","1508","9334","9665","4805"
"03.01.2019 19:45 - 03.01.2019 20:00","0","0","0","2166","2145","1660","9237","9485","4865"
"03.01.2019 20:00 - 03.01.2019 20:15","0","0","0","2171","2131","1670","9129","9442","4775"
"03.01.2019 20:15 - 03.01.2019 20:30","0","0","0","2185","2106","1613","9007","9224","4708"
"03.01.2019 20:30 - 03.01.2019 20:45","0","0","0","2203","2081","1663","8872","8999","4653"
"03.01.2019 20:45 - 03.01.2019 21:00","0","0","0","2217","2049","1630","8738","8772","4604"
"03.01.2019 21:00 - 03.01.2019 21:15","0","0","0","2229","2021","1600","8608","8555","4552"
"03.01.2019 21:15 - 03.01.2019 21:30","0","0","0","2234","1998","1598","8450","8341","4465"
"03.01.2019 21:30 - 03.01.2019 21:45","0","0","0","2236","1977","1600","8288","8116","4564"
"03.01.2019 21:45 - 03.01.2019 22:00","0","0","0","2235","1952","1661","8121","7901","4474"
"03.01.2019 22:00 - 03.01.2019 22:15","0","0","0","2236","1935","1564","7929","7652","4366"
"03.01.2019 22:15 - 03.01.2019 22:30","0","0","0","2251","1946","1304","7855","7558","4468"
"03.01.2019 22:30 - 03.01.2019 22:45","0","0","0","2257","1953","1292","7782","7465","4481"
"03.01.2019 22:45 - 03.01.2019 23:00","0","0","0","2272","1967","1331","7693","7368","4393"
"03.01.2019 23:00 - 03.01.2019 23:15","0","0","0","2280","1979","1385","7616","7284","4316"
"03.01.2019 23:15 - 03.01.2019 23:30","0","0","0","2301","2004","1412","7588","7247","4279"
"03.01.2019 23:30 - 03.01.2019 23:45","0","0","0","2320","2036","1466","7556","7189","4251"
"03.01.2019 23:45 - 04.01.2019 00:00","0","0","0","2341","2062","1511","7534","7135","4225"
"04.01.2019 00:00 - 04.01.2019 00:15","0","0","0","1982","1609","1539","6884","6232","4023"
"04.01.2019 00:15 - 04.01.2019 00:30","0","0","0","2046","1692","1597","6920","6148","4005"
"04.01.2019 00:30 - 04.01.2019 00:45","0","0","0","2117","1817","1682","6942","6152","4049"
"04.01.2019 00:45 - 04.01.2019 01:00","0","0","0","2181","1972","1789","6975","6309","4199"
"04.01.2019 01:00 - 04.01.2019 01:15","0","0","0","2257","2192","1925","6997","6389","4294"
"04.01.2019 01:15 - 04.01.2019 01:30","0","0","0","2389","2307","2018","7141","6561","4410"
"04.01.2019 01:30 - 04.01.2019 01:45","0","0","0","2526","2525","2206","7272","6749","4618"
"04.01.2019 01:45 - 04.01.2019 02:00","0","0","0","2667","2583","2260","7352","6981","4846"
"04.01.2019 02:00 - 04.01.2019 02:15","0","0","0","2812","2897","2530","7509","7245","5084"
"04.01.2019 02:15 - 04.01.2019 02:30","0","0","0","2960","3094","2700","7789","7662","5403"
"04.01.2019 02:30 - 04.01.2019 02:45","0","0","0","3106","3341","2908","8063","7999","5693"
"04.01.2019 02:45 - 04.01.2019 03:00","0","0","0","3223","3547","3085","8293","8335","5930"
"04.01.2019 03:00 - 04.01.2019 03:15","0","0","0","3356","3771","3280","8560","8489","5998"
"04.01.2019 03:15 - 04.01.2019 03:30","0","0","0","3501","3950","3417","8881","8710","6099"
"04.01.2019 03:30 - 04.01.2019 03:45","0","0","0","3645","4071","3496","9206","9021","6285"
"04.01.2019 03:45 - 04.01.2019 04:00","0","0","0","3801","4150","3535","9497","9181","6321"
"04.01.2019 04:00 - 04.01.2019 04:15","0","0","0","3953","4220","3565","9793","9419","6437"
"04.01.2019 04:15 - 04.01.2019 04:30","0","0","0","4072","4380","3694","10152","9742","6618"
"04.01.2019 04:30 - 04.01.2019 04:45","0","0","0","4192","4564","3848","10512","10191","6919"
"04.01.2019 04:45 - 04.01.2019 05:00","0","0","0","4310","4641","3889","10852","10488","7061"
"04.01.2019 05:00 - 04.01.2019 05:15","0","0","0","4418","4718","3931","11165","10679","7098"
"04.01.2019 05:15 - 04.01.2019 05:30","0","0","0","4463","4238","3436","11568","10981","7222"
"04.01.2019 05:30 - 04.01.2019 05:45","0","0","0","4513","4435","3619","11960","11361","7422"
"04.01.2019 05:45 - 04.01.2019 06:00","0","0","0","4552","4480","3649","12296","11752","7632"
"04.01.2019 06:00 - 04.01.2019 06:15","0","0","0","4591","4543","3698","12808","12204","7872"
"04.01.2019 06:15 - 04.01.2019 06:30","0","0","0","4646","4490","3628","13202","12831","8331"
"04.01.2019 06:30 - 04.01.2019 06:45","0","0","0","4514","4307","3428","13584","13257","8584"
"04.01.2019 06:45 - 04.01.2019 07:00","0","0","0","4545","4317","3424","13955","13673","8829"
"04.01.2019 07:00 - 04.01.2019 07:15","0","0","0","4532","4524","3617","14189","13806","8800"
"04.01.2019 07:15 - 04.01.2019 07:30","0","0","0","4542","4345","3444","14539","14179","8989"
"04.01.2019 07:30 - 04.01.2019 07:45","0","0","0","4550","4364","3470","14886","14530","9165"
"04.01.2019 07:45 - 04.01.2019 08:00","0","0","0","4561","4359","3601","15173","14849","9483"
"04.01.2019 08:00 - 04.01.2019 08:15","6","6","5","4576","4352","3607","15449","15167","9686"
"04.01.2019 08:15 - 04.01.2019 08:30","39","41","31","4584","4343","3508","15721","15408","10012"
"04.01.2019 08:30 - 04.01.2019 08:45","110","121","89","4594","4329","3500","15982","15664","10155"
"04.01.2019 08:45 - 04.01.2019 09:00","235","268","175","4597","4315","3508","16249","15923","10265"
"04.01.2019 09:00 - 04.01.2019 09:15","394","449","286","4604","4301","3340","16509","16182","10351"
"04.01.2019 09:15 - 04.01.2019 09:30","584","674","426","4600","4289","3225","16749","16444","10365"
"04.01.2019 09:30 - 04.01.2019 09:45","794","923","580","4592","4283","3494","17002","16714","10324"
"04.01.2019 09:45 - 04.01.2019 10:00","1017","1184","685","4589","4270","3191","17301","17018","10409"
"04.01.2019 10:00 - 04.01.2019 10:15","1217","1408","773","4591","4262","3202","17597","17329","10533"
"04.01.2019 10:15 - 04.01.2019 10:30","1385","1598","874","4581","4284","3209","17846","17647","10547"
"04.01.2019 10:30 - 04.01.2019 10:45","1551","1783","985","4574","4274","3211","18095","17984","10660"
"04.01.2019 10:45 - 04.01.2019 11:00","1683","1931","1074","4566","4264","3222","18386","18362","11017"
"04.01.2019 11:00 - 04.01.2019 11:15","1793","2050","1149","4564","4256","3226","18671","18737","11116"
"04.01.2019 11:15 - 04.01.2019 11:30","1875","2140","1238","4556","4244","3223","18940","19091","11312"
"04.01.2019 11:30 - 04.01.2019 11:45","1932","2204","1265","4547","4229","3221","19214","19447","11634"
"04.01.2019 11:45 - 04.01.2019 12:00","1962","2235","1250","4538","4209","3203","19449","19786","11808"
"04.01.2019 12:00 - 04.01.2019 12:15","1970","2241","1236","4526","4190","3195","19688","20114","12082"
"04.01.2019 12:15 - 04.01.2019 12:30","1954","2226","1198","4520","4192","3197","19967","20390","12356"
"04.01.2019 12:30 - 04.01.2019 12:45","1917","2184","1134","4517","4192","3203","20235","20670","12451"
"04.01.2019 12:45 - 04.01.2019 13:00","1856","2109","1064","4510","4194","3212","20469","20930","12590"
"04.01.2019 13:00 - 04.01.2019 13:15","1773","2011","965","4506","4196","3219","20695","21165","12695"
"04.01.2019 13:15 - 04.01.2019 13:30","1670","1893","889","4502","4185","3174","20801","21278","12897"
"04.01.2019 13:30 - 04.01.2019 13:45","1543","1743","813","4498","4174","3164","20901","21381","12978"
"04.01.2019 13:45 - 04.01.2019 14:00","1399","1574","742","4500","4169","3154","20996","21460","12952"
"04.01.2019 14:00 - 04.01.2019 14:15","1245","1395","650","4500","4514","3131","21090","21246","13007"
"04.01.2019 14:15 - 04.01.2019 14:30","1077","1206","563","4503","4510","3135","21177","21319","13056"
"04.01.2019 14:30 - 04.01.2019 14:45","899","1005","459","4505","4505","3129","21272","21394","12973"
"04.01.2019 14:45 - 04.01.2019 15:00","723","814","371","4510","4499","3143","21352","21449","12966"
"04.01.2019 15:00 - 04.01.2019 15:15","553","626","279","4512","4495","3151","21428","21506","13004"
"04.01.2019 15:15 - 04.01.2019 15:30","395","453","197","4499","4491","3131","21496","21568","12907"
"04.01.2019 15:30 - 04.01.2019 15:45","264","307","136","4487","4486","3126","21567","21633","12755"
"04.01.2019 15:45 - 04.01.2019 16:00","153","183","81","4480","4483","3157","21617","21701","12744"
"04.01.2019 16:00 - 04.01.2019 16:15","74","92","37","4477","4486","3185","21673","21763","12801"
"04.01.2019 16:15 - 04.01.2019 16:30","27","33","12","4492","4495","3167","21661","21751","13041"
"04.01.2019 16:30 - 04.01.2019 16:45","5","8","1","4506","4498","3191","21654","21743","13090"
"04.01.2019 16:45 - 04.01.2019 17:00","1","2","0","4523","4508","3202","21643","21727","13139"
"04.01.2019 17:00 - 04.01.2019 17:15","0","0","0","4541","4516","3219","21633","21708","13124"
"04.01.2019 17:15 - 04.01.2019 17:30","0","0","0","4557","4525","3232","21631","21692","13219"
"04.01.2019 17:30 - 04.01.2019 17:45","0","0","0","4575","4541","3246","21619","21675","13325"
"04.01.2019 17:45 - 04.01.2019 18:00","0","0","0","4596","4553","3249","21609","21665","13341"
"04.01.2019 18:00 - 04.01.2019 18:15","0","0","0","4614","4563","3260","21605","21660","13379"
"04.01.2019 18:15 - 04.01.2019 18:30","0","0","0","4627","4591","3252","21612","21659","13476"
"04.01.2019 18:30 - 04.01.2019 18:45","0","0","0","4640","4621","3261","21623","21660","13517"
"04.01.2019 18:45 - 04.01.2019 19:00","0","0","0","4653","4644","3267","21642","21674","13528"
"04.01.2019 19:00 - 04.01.2019 19:15","0","0","0","4665","4670","3272","21653","21683","13703"
"04.01.2019 19:15 - 04.01.2019 19:30","0","0","0","4690","4687","3251","21725","21726","13890"
"04.01.2019 19:30 - 04.01.2019 19:45","0","0","0","4708","4549","3254","21804","21728","13870"
"04.01.2019 19:45 - 04.01.2019 20:00","0","0","0","4570","4566","3261","21848","21762","13886"
"04.01.2019 20:00 - 04.01.2019 20:15","0","0","0","4591","4586","3264","21931","21779","13938"
"04.01.2019 20:15 - 04.01.2019 20:30","0","0","0","4609","4604","3260","22027","21839","14143"
"04.01.2019 20:30 - 04.01.2019 20:45","0","0","0","4625","4620","3259","22129","21898","14107"
"04.01.2019 20:45 - 04.01.2019 21:00","0","0","0","4642","4635","3266","22236","21962","14099"
"04.01.2019 21:00 - 04.01.2019 21:15","0","0","0","4662","4650","3271","22335","22032","14129"
"04.01.2019 21:15 - 04.01.2019 21:30","0","0","0","4679","4662","3269","22426","22122","14221"
"04.01.2019 21:30 - 04.01.2019 21:45","0","0","0","4698","4677","3277","22518","22208","14259"
"04.01.2019 21:45 - 04.01.2019 22:00","0","0","0","4717","4687","3279","22605","22294","14369"
"04.01.2019 22:00 - 04.01.2019 22:15","0","0","0","4733","4701","3283","22229","21912","14243"
"04.01.2019 22:15 - 04.01.2019 22:30","0","0","0","4738","4700","3281","22348","22026","14375"
"04.01.2019 22:30 - 04.01.2019 22:45","0","0","0","4738","4700","3285","22472","22137","14507"
"04.01.2019 22:45 - 04.01.2019 23:00","0","0","0","4739","4698","3292","22598","22260","14343"
"04.01.2019 23:00 - 04.01.2019 23:15","0","0","0","4741","4698","3292","22729","22380","14469"
"04.01.2019 23:15 - 04.01.2019 23:30","0","0","0","4737","4614","3290","22869","22493","14589"
"04.01.2019 23:30 - 04.01.2019 23:45","0","0","0","4730","4611","3294","23006","22620","14680"
"04.01.2019 23:45 - 05.01.2019 00:00","0","0","0","4647","4606","3301","23133","22754","14810"
"05.01.2019 00:00 - 05.01.2019 00:15","0","0","0","4099","4213","3300","23496","24662","14901"
"05.01.2019 00:15 - 05.01.2019 00:30","0","0","0","4085","4190","3297","23687","24836","14890"
"05.01.2019 00:30 - 05.01.2019 00:45","0","0","0","4073","4166","3299","23877","25094","14939"
"05.01.2019 00:45 - 05.01.2019 01:00","0","0","0","4060","4184","3297","24059","25297","15033"
"05.01.2019 01:00 - 05.01.2019 01:15","0","0","0","4044","4191","3290","24256","25337","15152"
"05.01.2019 01:15 - 05.01.2019 01:30","0","0","0","4024","4174","3293","24507","25470","15338"
"05.01.2019 01:30 - 05.01.2019 01:45","0","0","0","4004","4143","3295","24770","25659","15521"
"05.01.2019 01:45 - 05.01.2019 02:00","0","0","0","3986","4108","3286","25061","26003","15651"
"05.01.2019 02:00 - 05.01.2019 02:15","0","0","0","3968","4091","3295","25284","26288","15848"
"05.01.2019 02:15 - 05.01.2019 02:30","0","0","0","3963","3972","3215","25511","26620","16033"
"05.01.2019 02:30 - 05.01.2019 02:45","0","0","0","3957","3995","3248","25741","26817","16109"
"05.01.2019 02:45 - 05.01.2019 03:00","0","0","0","3951","4017","3276","25994","27048","16252"
"05.01.2019 03:00 - 05.01.2019 03:15","0","0","0","3946","4015","3280","26240","27265","16437"
"05.01.2019 03:15 - 05.01.2019 03:30","0","0","0","3944","3999","3277","26481","27417","16545"
"05.01.2019 03:30 - 05.01.2019 03:45","0","0","0","3942","3983","3273","26722","27497","16575"
"05.01.2019 03:45 - 05.01.2019 04:00","0","0","0","3942","3974","3278","26933","27611","16635"
"05.01.2019 04:00 - 05.01.2019 04:15","0","0","0","3946","3963","3281","27135","27887","16855"
"05.01.2019 04:15 - 05.01.2019 04:30","0","0","0","3952","3959","3282","27238","28001","16977"
"05.01.2019 04:30 - 05.01.2019 04:45","0","0","0","3960","3954","3281","27337","28032","17016"
"05.01.2019 04:45 - 05.01.2019 05:00","0","0","0","3966","3946","3279","27421","28140","17134"
"05.01.2019 05:00 - 05.01.2019 05:15","0","0","0","3971","3944","3283","27508","28181","17188"
"05.01.2019 05:15 - 05.01.2019 05:30","0","0","0","3976","3932","3275","27580","28171","17245"
"05.01.2019 05:30 - 05.01.2019 05:45","0","0","0","3980","3933","3281","27656","28047","17188"
"05.01.2019 05:45 - 05.01.2019 06:00","0","0","0","3985","3928","3281","27650","27874","17082"
"05.01.2019 06:00 - 05.01.2019 06:15","0","0","0","3989","3939","3297","28159","28235","17423"
"05.01.2019 06:15 - 05.01.2019 06:30","0","0","0","3991","4051","3421","28106","28233","17524"
"05.01.2019 06:30 - 05.01.2019 06:45","0","0","0","3993","4086","3468","28054","28013","17412"
"05.01.2019 06:45 - 05.01.2019 07:00","0","0","0","4001","4025","3419","28034","28177","17692"
"05.01.2019 07:00 - 05.01.2019 07:15","0","0","0","4001","4018","3425","27978","28013","17647"
"05.01.2019 07:15 - 05.01.2019 07:30","0","0","0","3995","3991","3413","27709","27667","17486"
"05.01.2019 07:30 - 05.01.2019 07:45","0","0","0","3988","4053","3491","27449","27207","17211"
"05.01.2019 07:45 - 05.01.2019 08:00","0","0","0","3981","4077","3511","27200","27007","17068"
"05.01.2019 08:00 - 05.01.2019 08:15","3","4","3","3972","4096","3514","26874","26786","16932"
"05.01.2019 08:15 - 05.01.2019 08:30","23","25","17","3971","4119","3517","26526","26438","16836"
"05.01.2019 08:30 - 05.01.2019 08:45","64","69","46","3970","4146","3398","26183","26073","16603"
"05.01.2019 08:45 - 05.01.2019 09:00","146","157","88","3965","4166","3397","25834","25635","16407"
"05.01.2019 09:00 - 05.01.2019 09:15","251","257","144","3965","4185","3394","25477","25200","16213"
"05.01.2019 09:15 - 05.01.2019 09:30","381","384","214","3974","4196","3398","25045","24688","16161"
"05.01.2019 09:30 - 05.01.2019 09:45","524","525","297","3982","4209","3377","24625","24173","16119"
"05.01.2019 09:45 - 05.01.2019 10:00","672","675","363","3993","4225","3378","24293","23798","16117"
"05.01.2019 10:00 - 05.01.2019 10:15","800","800","431","4017","4238","3384","23996","23432","15999"
"05.01.2019 10:15 - 05.01.2019 10:30","907","901","486","3992","4009","3373","23599","23096","15869"
"05.01.2019 10:30 - 05.01.2019 10:45","1021","1007","548","4040","4024","3400","23221","22707","15648"
"05.01.2019 10:45 - 05.01.2019 11:00","1116","1090","589","4011","4035","3418","22883","22369","15488"
"05.01.2019 11:00 - 05.01.2019 11:15","1201","1161","635","3984","4071","3400","22536","22023","15288"
"05.01.2019 11:15 - 05.01.2019 11:30","1267","1219","674","3951","4066","3393","22250","21752","15211"
"05.01.2019 11:30 - 05.01.2019 11:45","1321","1268","718","3918","4060","3398","21966","21475","15106"
"05.01.2019 11:45 - 05.01.2019 12:00","1358","1304","749","3880","4053","3407","21603","21124","14909"
"05.01.2019 12:00 - 05.01.2019 12:15","1382","1332","779","3845","4040","3386","21248","20799","14836"
"05.01.2019 12:15 - 05.01.2019 12:30","1386","1337","788","3803","4031","3358","20909","20484","14801"
"05.01.2019 12:30 - 05.01.2019 12:45","1373","1324","802","3764","4026","3331","20574","20173","14623"
"05.01.2019 12:45 - 05.01.2019 13:00","1342","1295","801","3727","4021","3330","20276","19882","14367"
"05.01.2019 13:00 - 05.01.2019 13:15","1294","1250","771","3688","4016","3345","19971","19591","14223"
"05.01.2019 13:15 - 05.01.2019 13:30","1232","1189","731","3653","4016","3325","19651","19286","14103"
"05.01.2019 13:30 - 05.01.2019 13:45","1141","1102","689","3617","4012","3329","19334","18977","14048"
"05.01.2019 13:45 - 05.01.2019 14:00","1036","1002","642","3581","4012","3318","19038","18723","13947"
"05.01.2019 14:00 - 05.01.2019 14:15","922","886","572","3545","3435","3290","18774","18674","13805"
"05.01.2019 14:15 - 05.01.2019 14:30","798","759","492","3508","3408","3265","18515","18328","13645"
"05.01.2019 14:30 - 05.01.2019 14:45","655","617","398","3470","3375","3236","18262","17993","13554"
"05.01.2019 14:45 - 05.01.2019 15:00","517","484","317","3439","3342","3202","17981","17679","13293"
"05.01.2019 15:00 - 05.01.2019 15:15","384","354","227","3402","3313","3198","17697","17356","13022"
"05.01.2019 15:15 - 05.01.2019 15:30","266","239","152","3374","3287","3190","17423","17032","12828"
"05.01.2019 15:30 - 05.01.2019 15:45","167","147","102","3346","3261","3300","17146","16705","12622"
"05.01.2019 15:45 - 05.01.2019 16:00","88","78","59","3314","3239","3404","16882","16398","12266"
"05.01.2019 16:00 - 05.01.2019 16:15","35","37","28","3290","3218","3445","16625","16109","11982"
"05.01.2019 16:15 - 05.01.2019 16:30","12","13","9","3271","3206","3454","16443","15842","11795"
"05.01.2019 16:30 - 05.01.2019 16:45","2","3","1","3256","3193","3440","16260","15578","11787"
"05.01.2019 16:45 - 05.01.2019 17:00","0","1","0","3240","4124","3413","16048","15491","11628"
"05.01.2019 17:00 - 05.01.2019 17:15","0","0","0","3224","4102","3390","15825","15253","11454"
"05.01.2019 17:15 - 05.01.2019 17:30","0","0","0","3211","4078","3422","15612","15039","11248"
"05.01.2019 17:30 - 05.01.2019 17:45","0","0","0","3196","4058","3383","15403","14816","11211"
"05.01.2019 17:45 - 05.01.2019 18:00","0","0","0","4106","4032","3314","15361","14617","11150"
"05.01.2019 18:00 - 05.01.2019 18:15","0","0","0","4084","4011","3287","15171","14424","11017"
"05.01.2019 18:15 - 05.01.2019 18:30","0","0","0","4047","3972","3296","14928","14193","10827"
"05.01.2019 18:30 - 05.01.2019 18:45","0","0","0","4015","3934","3247","14680","13963","10687"
